ts,sid,aid,rps,p50,p90,p99,err_rate,cb,rt_rate,reward,ce,ra
2026-04-26T07:10:26.080926,3,0,8.8,530.8057,906.1611,990.6161,0.0,0.0,0.0,-1.7865,2,1
2026-04-26T07:10:41.105749,3,0,8.5111,533.0189,906.6038,990.6604,0.0,0.0,0.0,-1.7924,2,1
2026-04-26T07:10:56.133543,3,0,8.9333,526.0664,905.2133,990.5213,0.0,0.0,0.0,-1.7834,2,1
2026-04-26T07:11:11.163881,3,0,9.4667,9.1667,899.2788,989.9279,0.0,0.0,0.0,-1.7704,2,1
2026-04-26T07:11:26.194028,3,0,9.9111,4.8468,893.4783,989.3478,0.0,0.0,0.0,-1.7592,2,1
2026-04-26T07:11:41.224732,3,0,9.4444,5.0,896.6346,989.6635,0.0,0.0,0.0,-1.7698,2,1
2026-04-26T07:11:56.252788,3,0,9.4222,4.9333,895.4327,989.5433,0.0,0.0,0.0,-1.7697,2,1
2026-04-26T07:12:11.283843,3,0,9.2444,9.0,899.5192,989.9519,0.0,0.0,0.0,-1.7749,2,1
2026-04-26T07:12:26.315099,3,0,9.7333,4.9426,896.6184,989.6618,0.0,0.0,0.0,-1.764,2,1
2026-04-26T07:12:41.347852,3,0,9.1111,509.6154,901.9231,990.1923,0.0,0.0,0.0,-1.7785,2,1
2026-04-26T07:12:56.377341,3,0,9.1778,507.177,901.4354,990.1435,0.0,0.0,0.0,-1.777,2,1
2026-04-26T07:13:11.406553,3,0,8.7778,516.7464,903.3493,990.3349,0.0,0.0,0.0,-1.7858,2,1
2026-04-26T07:13:26.435239,3,0,9.1111,513.1579,902.6316,990.2632,0.0,0.0,0.0,-1.7788,2,1
2026-04-26T07:13:41.467804,3,0,9.2667,501.2077,900.2415,990.0242,0.0,0.0,0.0,-1.7748,2,1
2026-04-26T07:13:56.499882,3,0,9.2,508.3732,901.6746,990.1675,0.0,0.0,0.0,-1.7767,2,1
2026-04-26T07:14:11.518049,3,0,8.8889,525.1196,905.0239,990.5024,0.0,0.0,0.0,-1.7842,2,1
2026-04-26T07:14:26.554046,3,0,8.6222,533.4928,906.6986,990.6699,0.0,0.0,0.0,-1.7902,2,1
2026-04-26T07:14:41.590933,3,0,9.2889,503.5885,900.7177,990.0718,0.0,0.0,0.0,-1.7745,2,1
2026-04-26T07:14:56.618991,3,0,9.8,4.8286,893.75,989.375,0.0,0.0,0.0,-1.7615,2,1
2026-04-26T07:15:11.646805,3,0,9.8,4.8947,894.9761,989.4976,0.0,0.0,0.0,-1.762,2,1
2026-04-26T07:15:26.671019,3,0,9.2,505.9809,901.1962,990.1196,0.0,0.0,0.0,-1.7765,2,1
2026-04-26T07:15:41.701341,3,0,9.1111,517.8571,903.5714,990.3571,0.0,0.0,0.0,-1.7792,2,1
2026-04-26T07:15:56.731511,3,0,9.0222,514.2857,902.8571,990.2857,0.0,0.0,0.0,-1.7807,2,1
2026-04-26T07:16:11.761397,3,0,9.1778,7.5,898.0676,989.8068,0.0,0.0,0.0,-1.7757,2,1
2026-04-26T07:16:26.795737,3,0,8.6,519.2308,903.8462,990.3846,0.0,0.0,0.0,-1.7895,2,1
2026-04-26T07:16:41.826530,3,0,8.5333,534.689,906.9378,990.6938,0.0,0.0,0.0,-1.7921,2,1
2026-04-26T07:16:56.863812,3,0,8.5111,547.1698,909.434,990.7042,0.0,0.0,0.0,-1.7926,2,1
2026-04-26T07:17:11.898367,3,0,9.5556,6.6667,899.0431,989.9043,0.0,0.0,0.0,-1.7685,2,1
2026-04-26T07:17:26.925259,3,0,9.7333,4.9327,896.89,989.689,0.0,0.0,0.0,-1.7641,2,1
2026-04-26T07:17:41.956182,3,0,9.0222,517.7725,903.5545,990.3555,0.0,0.0,0.0,-1.781,2,1
2026-04-26T07:17:56.984998,3,0,8.9778,514.218,902.8436,990.2844,0.0,0.0,0.0,-1.7816,2,1
2026-04-26T07:18:12.010330,3,0,9.2889,25.0,900.0,990.0,0.0,0.0,0.0,-1.7742,2,1
2026-04-26T07:18:27.031335,3,0,9.8889,4.8552,894.2308,989.4231,0.0,0.0,0.0,-1.7599,2,1
2026-04-26T07:18:42.071010,3,0,10.1778,4.7131,889.8058,988.9806,0.0,0.0,0.0,-1.7524,2,1
2026-04-26T07:18:57.094995,3,0,9.3778,4.9336,897.8365,989.7837,0.0,0.0,0.0,-1.7716,2,1
2026-04-26T07:19:12.133011,3,0,9.3333,4.9617,898.0769,989.8077,0.0,0.0,0.0,-1.7726,2,1
2026-04-26T07:19:27.156563,3,0,9.0667,518.9573,903.7915,990.3791,0.0,0.0,0.0,-1.7802,2,1
2026-04-26T07:19:42.185189,3,0,9.6,4.9902,899.2891,989.9289,0.0,0.0,0.0,-1.7677,2,1
2026-04-26T07:19:57.215498,3,0,9.4889,4.9899,897.8571,989.7857,0.0,0.0,0.0,-1.7694,2,1
2026-04-26T07:20:12.247646,3,0,9.1333,10.0,900.0,990.0,0.0,0.0,0.0,-1.7773,2,1
2026-04-26T07:20:27.276598,3,0,8.8889,521.4286,904.2857,990.4286,0.0,0.0,0.0,-1.7839,2,1
2026-04-26T07:20:42.307494,3,0,8.7778,542.2535,908.4507,990.8451,0.0,0.0,0.0,-1.7878,2,1
2026-04-26T07:20:57.336366,3,0,9.0444,535.2113,907.0423,990.7042,0.0,0.0,0.0,-1.7819,2,1
2026-04-26T07:21:12.367578,3,0,8.8889,522.5118,904.5024,990.4502,0.0,0.0,0.0,-1.784,2,1
2026-04-26T07:21:27.397277,3,0,8.7778,525.0,905.0,990.5,0.0,0.0,0.0,-1.7864,2,1
2026-04-26T07:21:42.425578,3,0,9.0889,516.6667,903.3333,990.3333,0.0,0.0,0.0,-1.7796,2,1
2026-04-26T07:21:57.463095,3,0,9.4889,4.8962,897.343,989.7343,0.0,0.0,0.0,-1.7692,2,1
2026-04-26T07:22:12.494452,3,0,9.9333,4.8364,894.686,989.4686,0.0,0.0,0.0,-1.7592,2,1
2026-04-26T07:22:27.525259,3,0,10.0444,4.686,888.7805,988.878,0.0,0.0,0.0,-1.7546,2,1
2026-04-26T07:22:42.556459,3,0,9.6889,4.8899,893.75,989.375,0.0,0.0,0.0,-1.7637,2,1
2026-04-26T07:22:57.589887,3,0,9.4889,4.9522,895.4327,989.5433,0.0,0.0,0.0,-1.7684,2,1
2026-04-26T07:23:12.611695,3,0,9.2444,9.5833,899.7608,989.9761,0.0,0.0,0.0,-1.775,2,1
2026-04-26T07:23:27.642497,3,0,9.0889,511.7925,902.3585,990.2358,0.0,0.0,0.0,-1.7792,2,1
2026-04-26T07:23:42.671166,3,0,9.2222,519.9531,903.9906,990.3991,0.0,0.0,0.0,-1.7772,2,1
2026-04-26T07:23:57.699340,3,0,9.2889,9.5,899.7619,989.9762,0.0,0.0,0.0,-1.7741,2,1
2026-04-26T07:24:12.730044,3,0,9.8667,4.9615,895.1923,989.5192,0.0,0.0,0.0,-1.7607,2,1
2026-04-26T07:24:27.752501,3,0,9.4667,4.8942,894.4175,989.4417,0.0,0.0,0.0,-1.7684,2,1
2026-04-26T07:24:42.780130,3,0,9.4222,508.3333,901.6667,990.1667,0.0,0.0,0.0,-1.7722,2,1
2026-04-26T07:24:57.811322,3,0,9.1556,503.5714,900.7143,990.0714,0.0,0.0,0.0,-1.7772,2,1
2026-04-26T07:25:12.837652,3,0,9.1333,515.3302,903.066,990.3066,0.0,0.0,0.0,-1.7786,2,1
2026-04-26T07:25:27.865914,3,0,9.0889,511.7925,902.3585,990.2358,0.0,0.0,0.0,-1.7792,2,1
2026-04-26T07:25:42.895378,3,0,8.9111,528.169,905.6338,990.5634,0.0,0.0,0.0,-1.784,2,1
2026-04-26T07:25:57.925228,3,0,9.0222,523.5849,904.717,990.4717,0.0,0.0,0.0,-1.7814,2,1
2026-04-26T07:26:12.955954,3,0,8.6889,532.8638,906.5728,990.6573,0.0,0.0,0.0,-1.7889,2,1
2026-04-26T07:26:27.988433,3,0,9.2889,510.7143,902.1429,990.2143,0.0,0.0,0.0,-1.7751,2,1
2026-04-26T07:26:43.011588,3,0,9.2667,503.5714,900.7143,990.0714,0.0,0.0,0.0,-1.775,2,1
2026-04-26T07:26:58.047565,3,0,9.3333,10.0,900.0,990.0,0.0,0.0,0.0,-1.7733,2,1
2026-04-26T07:27:13.075798,3,0,8.7778,522.8365,904.5673,990.4567,0.0,0.0,0.0,-1.7863,2,1
2026-04-26T07:27:28.107360,3,0,8.6667,527.6442,905.5288,990.5529,0.0,0.0,0.0,-1.7889,2,1
2026-04-26T07:27:43.138216,3,0,9.0444,504.7847,900.9569,990.0957,0.0,0.0,0.0,-1.7795,2,1
2026-04-26T07:27:58.169876,3,0,9.2667,507.1429,901.4286,990.1429,0.0,0.0,0.0,-1.7752,2,1
2026-04-26T07:28:13.201168,3,0,9.2667,503.5714,900.7143,990.0714,0.0,0.0,0.0,-1.775,2,1
2026-04-26T07:28:28.231939,3,0,8.9778,515.5502,903.11,990.311,0.0,0.0,0.0,-1.7817,2,1
2026-04-26T07:28:43.263845,3,0,8.8667,516.7464,903.3493,990.3349,0.0,0.0,0.0,-1.784,2,1
2026-04-26T07:28:58.304350,3,0,8.9111,517.9426,903.5885,990.3589,0.0,0.0,0.0,-1.7832,2,1
2026-04-26T07:29:13.371058,3,0,9.0222,521.327,904.2654,990.4265,0.0,0.0,0.0,-1.7813,2,1
2026-04-26T07:29:28.397791,3,0,8.9111,515.5502,903.11,990.311,0.0,0.0,0.0,-1.783,2,1
2026-04-26T07:29:43.443520,3,0,9.1778,509.6154,901.9231,990.1923,0.0,0.0,0.0,-1.7772,2,1
2026-04-26T07:29:58.475915,3,0,9.4889,4.8356,895.6098,989.561,0.0,0.0,0.0,-1.7685,2,1
2026-04-26T07:30:13.508359,3,0,9.7333,4.8198,894.1748,989.4175,0.0,0.0,0.0,-1.763,2,1
2026-04-26T07:30:28.551669,3,0,9.5333,4.9437,897.1154,989.7115,0.0,0.0,0.0,-1.7682,2,1
2026-04-26T07:30:43.585221,3,0,9.0889,510.7143,902.1429,990.2143,0.0,0.0,0.0,-1.7791,2,1
2026-04-26T07:30:58.615852,3,0,8.8667,520.3349,904.067,990.4067,0.0,0.0,0.0,-1.7843,2,1
2026-04-26T07:31:13.648260,3,0,9.1333,8.6111,898.2927,989.8293,0.0,0.0,0.0,-1.7767,2,1
2026-04-26T07:31:28.673730,3,0,9.2222,10.0,899.5146,989.9515,0.0,0.0,0.0,-1.7754,2,1
2026-04-26T07:31:43.704653,3,0,9.6444,7.8125,896.1165,989.6117,0.0,0.0,0.0,-1.7656,2,1
2026-04-26T07:31:58.736593,3,0,9.2667,501.2077,900.2415,990.0242,0.0,0.0,0.0,-1.7748,2,1
2026-04-26T07:32:13.756519,3,0,9.2889,10.0,900.0,990.0,0.0,0.0,0.0,-1.7742,2,1
2026-04-26T07:32:28.784957,3,0,8.9778,511.9617,902.3923,990.2392,0.0,0.0,0.0,-1.7814,2,1
2026-04-26T07:32:43.812900,3,0,9.5111,7.5,898.8152,989.8815,0.0,0.0,0.0,-1.7693,2,1
2026-04-26T07:32:58.847911,3,0,9.5111,4.9903,897.3684,989.7368,0.0,0.0,0.0,-1.7687,2,1
2026-04-26T07:33:13.876756,3,0,9.8,4.8802,895.4327,989.5433,0.0,0.0,0.0,-1.7622,2,1
2026-04-26T07:33:28.908604,3,0,9.6,4.934,894.9275,989.4928,0.0,0.0,0.0,-1.766,2,1
2026-04-26T07:33:43.939290,3,0,9.7556,4.9358,893.4466,989.3447,0.0,0.0,0.0,-1.7623,2,1
2026-04-26T07:33:58.966398,3,0,9.4444,8.0,898.0676,989.8068,0.0,0.0,0.0,-1.7703,2,1
2026-04-26T07:34:13.995904,3,0,9.4222,7.5,896.8599,989.686,0.0,0.0,0.0,-1.7703,2,1
2026-04-26T07:34:29.019853,3,0,9.7111,4.9369,892.9612,989.2961,0.0,0.0,0.0,-1.763,2,1
2026-04-26T07:34:44.048891,3,0,9.6444,4.9369,892.439,989.2439,0.0,0.0,0.0,-1.7641,2,1
2026-04-26T07:34:59.079083,3,0,9.2444,10.0,900.0,990.0,0.0,0.0,0.0,-1.7751,2,1
2026-04-26T07:35:14.107252,3,0,8.8222,535.7143,907.1429,990.7143,0.0,0.0,0.0,-1.7864,2,1
2026-04-26T07:35:29.137571,3,0,9.0,522.4057,904.4811,990.4481,0.0,0.0,0.0,-1.7818,2,1
2026-04-26T07:35:44.159841,3,0,8.9556,522.7273,904.5455,990.4545,0.0,0.0,0.0,-1.7827,2,1
2026-04-26T07:35:59.186188,3,0,9.3556,501.1962,900.2392,990.0239,0.0,0.0,0.0,-1.773,2,1
2026-04-26T07:36:14.203696,3,0,9.6222,6.1111,896.1353,989.6135,0.0,0.0,0.0,-1.766,2,1
2026-04-26T07:36:29.233934,3,0,9.9778,4.8509,892.9952,989.2995,0.0,0.0,0.0,-1.7576,2,1
2026-04-26T07:36:44.265349,3,0,9.7333,4.8333,892.9612,989.2961,0.0,0.0,0.0,-1.7625,2,1
2026-04-26T07:36:59.296111,3,0,9.3778,4.9807,898.5437,989.8544,0.0,0.0,0.0,-1.7719,2,1
2026-04-26T07:37:14.324320,3,0,9.4222,4.871,895.6311,989.5631,0.0,0.0,0.0,-1.7698,2,1
2026-04-26T07:37:29.352539,3,0,9.4222,4.9901,898.301,989.8301,0.0,0.0,0.0,-1.7709,2,1
2026-04-26T07:37:44.383657,3,0,9.5111,4.9155,895.8937,989.5894,0.0,0.0,0.0,-1.7681,2,1
2026-04-26T07:37:59.414094,3,0,8.9333,507.2464,901.4493,990.1449,0.0,0.0,0.0,-1.7819,2,1
2026-04-26T07:38:14.442489,3,0,9.2222,7.5,898.5577,989.8558,0.0,0.0,0.0,-1.775,2,1
2026-04-26T07:38:29.473001,3,0,9.2222,4.9903,897.343,989.7343,0.0,0.0,0.0,-1.7745,2,1
2026-04-26T07:38:44.510652,3,0,9.6,7.5,898.8038,989.8804,0.0,0.0,0.0,-1.7675,2,1
2026-04-26T07:40:00.002609,3,1,9.5778,4.9343,896.89,989.689,0.0,0.0,0.0,-1.7672,3,1
2026-04-26T07:40:15.030896,3,1,9.9556,4.7788,893.0622,989.3062,0.0,0.0,0.0,-1.7581,3,1
2026-04-26T07:40:30.062358,3,1,9.5333,4.871,895.1923,989.5192,0.0,0.0,0.0,-1.7674,3,1
2026-04-26T07:40:45.091578,3,1,9.1111,509.5694,901.9139,990.1914,0.0,0.0,0.0,-1.7785,3,1
2026-04-26T07:41:00.128630,3,1,8.3778,547.8469,909.5694,990.9569,0.0,0.0,0.0,-1.7963,3,1
2026-04-26T07:41:15.158412,3,1,8.6667,551.1905,910.2381,991.0238,0.0,0.0,0.0,-1.7908,3,1
2026-04-26T07:41:30.189718,3,1,8.8444,532.1429,906.4286,990.6429,0.0,0.0,0.0,-1.7857,3,1
2026-04-26T07:41:45.218869,3,1,9.2889,9.375,899.7596,989.976,0.0,0.0,0.0,-1.7741,3,1
2026-04-26T07:42:00.244504,3,1,8.7778,508.4135,901.6827,990.1683,0.0,0.0,0.0,-1.7851,3,1
2026-04-26T07:42:15.275869,3,1,8.8222,520.4327,904.0865,990.4087,0.0,0.0,0.0,-1.7852,3,1
2026-04-26T07:42:30.301745,3,1,8.8889,527.381,905.4762,990.5476,0.0,0.0,0.0,-1.7844,3,1
2026-04-26T07:42:45.333432,3,1,8.9778,528.3019,905.6604,990.566,0.0,0.0,0.0,-1.7827,3,1
2026-04-26T07:43:00.364651,3,1,9.1333,525.8216,905.1643,990.5164,0.0,0.0,0.0,-1.7794,3,1
2026-04-26T07:43:15.399946,3,1,8.6889,537.5587,907.5117,990.7512,0.0,0.0,0.0,-1.7892,3,1
2026-04-26T07:43:30.471921,3,1,8.9778,517.7725,903.5545,990.3555,0.0,0.0,0.0,-1.7819,3,1
2026-04-26T07:43:45.514606,3,1,9.2889,7.5,899.0431,989.9043,0.0,0.0,0.0,-1.7738,3,1
2026-04-26T07:44:00.559371,3,1,9.5778,5.8333,898.8038,989.8804,0.0,0.0,0.0,-1.768,3,1
2026-04-26T07:44:15.591456,3,1,9.6222,4.9242,896.6346,989.6635,0.0,0.0,0.0,-1.7662,3,1
2026-04-26T07:44:30.621072,3,1,9.4889,4.9528,895.933,989.5933,0.0,0.0,0.0,-1.7686,3,1
2026-04-26T07:44:45.650912,3,1,9.5778,4.9078,894.7368,989.4737,0.0,0.0,0.0,-1.7663,3,1
2026-04-26T07:45:00.678989,3,1,9.4667,5.8333,898.8095,989.881,0.0,0.0,0.0,-1.7702,3,1
2026-04-26T07:45:15.717695,3,1,9.1111,510.8173,902.1635,990.2163,0.0,0.0,0.0,-1.7786,3,1
2026-04-26T07:45:30.747330,3,1,9.0667,512.0192,902.4038,990.2404,0.0,0.0,0.0,-1.7796,3,1
2026-04-26T07:45:45.778214,3,1,9.1556,504.8077,900.9615,990.0962,0.0,0.0,0.0,-1.7773,3,1
2026-04-26T07:46:00.802072,3,1,9.4667,4.9624,898.0769,989.8077,0.0,0.0,0.0,-1.7699,3,1
2026-04-26T07:46:15.839951,3,1,9.6,4.8559,895.1691,989.5169,0.0,0.0,0.0,-1.7661,3,1
2026-04-26T07:46:30.871422,3,1,9.4444,4.8807,895.3659,989.5366,0.0,0.0,0.0,-1.7693,3,1
2026-04-26T07:46:45.905059,3,1,9.0889,8.75,899.5169,989.9517,0.0,0.0,0.0,-1.778,3,1
2026-04-26T07:47:00.937412,3,1,9.3333,8.3333,899.5146,989.9515,0.0,0.0,0.0,-1.7731,3,1
2026-04-26T07:47:15.966160,3,1,9.0667,519.0476,903.8095,990.381,0.0,0.0,0.0,-1.7802,3,1
2026-04-26T07:47:30.996034,3,1,9.6,5.625,897.8261,989.7826,0.0,0.0,0.0,-1.7671,3,1
2026-04-26T07:47:46.027513,3,1,9.3778,6.5,897.8365,989.7837,0.0,0.0,0.0,-1.7716,3,1
2026-04-26T07:48:01.057817,3,1,9.9556,4.7922,890.7317,989.0732,0.0,0.0,0.0,-1.7572,3,1
2026-04-26T07:48:16.085027,3,1,9.6889,4.8565,893.75,989.375,0.0,0.0,0.0,-1.7637,3,1
2026-04-26T07:48:31.115908,3,1,9.5556,6.9444,897.3558,989.7356,0.0,0.0,0.0,-1.7678,3,1
2026-04-26T07:48:46.144072,3,1,9.5111,6.875,896.3942,989.6394,0.0,0.0,0.0,-1.7683,3,1
2026-04-26T07:49:01.176839,3,1,9.3111,8.6364,898.5646,989.8565,0.0,0.0,0.0,-1.7732,3,1
2026-04-26T07:49:16.208911,3,1,9.8,4.9266,894.2308,989.4231,0.0,0.0,0.0,-1.7617,3,1
2026-04-26T07:49:31.239305,3,1,9.7111,4.9349,896.3942,989.6394,0.0,0.0,0.0,-1.7643,3,1
2026-04-26T07:49:46.269245,3,1,9.8889,4.9813,894.1748,989.4175,0.0,0.0,0.0,-1.7599,3,1
2026-04-26T07:50:01.300381,3,1,9.0444,507.177,901.4354,990.1435,0.0,0.0,0.0,-1.7797,3,1
2026-04-26T07:50:16.323678,3,1,8.9556,510.7143,902.1429,990.2143,0.0,0.0,0.0,-1.7817,3,1
2026-04-26T07:50:31.342240,3,1,8.6444,535.7143,907.1429,990.7143,0.0,0.0,0.0,-1.79,3,1
2026-04-26T07:50:46.375006,3,1,8.6667,539.2857,907.8571,990.7857,0.0,0.0,0.0,-1.7898,3,1
2026-04-26T07:51:01.409578,3,1,8.8889,529.7619,905.9524,990.5952,0.0,0.0,0.0,-1.7846,3,1
2026-04-26T07:51:16.447119,3,1,9.6889,4.9364,894.9761,989.4976,0.0,0.0,0.0,-1.7642,3,1
2026-04-26T07:51:31.486606,3,1,10.2444,4.7603,889.6635,988.9663,0.0,0.0,0.0,-1.751,3,1
2026-04-26T07:51:46.518530,3,1,9.7778,4.8929,894.2308,989.4231,0.0,0.0,0.0,-1.7621,3,1
2026-04-26T07:52:01.534738,3,1,9.0889,511.9048,902.381,990.2381,0.0,0.0,0.0,-1.7792,3,1
2026-04-26T07:52:16.567840,3,1,9.1556,505.9809,901.1962,990.1196,0.0,0.0,0.0,-1.7774,3,1
2026-04-26T07:52:31.599614,3,1,9.4,4.8957,895.8738,989.5874,0.0,0.0,0.0,-1.7703,3,1
2026-04-26T07:52:46.630742,3,1,10.0889,4.7143,890.9756,989.0976,0.0,0.0,0.0,-1.7546,3,1
2026-04-26T07:53:01.658533,3,1,9.5111,4.9526,896.3768,989.6377,0.0,0.0,0.0,-1.7683,3,1
2026-04-26T07:53:16.686397,3,1,9.3333,504.7619,900.9524,990.0952,0.0,0.0,0.0,-1.7737,3,1
2026-04-26T07:53:31.717005,3,1,8.5778,534.5238,906.9048,990.6905,0.0,0.0,0.0,-1.7912,3,1
2026-04-26T07:53:46.748732,3,1,8.5111,533.3333,906.6667,990.6667,0.0,0.0,0.0,-1.7924,3,1
2026-04-26T07:54:01.780280,3,1,8.2222,554.7619,910.9524,991.0952,0.0,0.0,0.0,-1.7999,3,1
2026-04-26T07:54:16.811080,3,1,8.8222,526.1905,905.2381,990.5238,0.0,0.0,0.0,-1.7857,3,1
2026-04-26T07:54:31.842133,3,1,9.0667,515.5502,903.11,990.311,0.0,0.0,0.0,-1.7799,3,1
2026-04-26T07:54:46.867185,3,1,9.3111,501.2019,900.2404,990.024,0.0,0.0,0.0,-1.7739,3,1
2026-04-26T07:55:01.900521,3,1,9.0,518.0288,903.6058,990.3606,0.0,0.0,0.0,-1.7814,3,1
2026-04-26T07:55:16.932484,3,1,9.3111,506.0386,901.2077,990.1208,0.0,0.0,0.0,-1.7743,3,1
2026-04-26T07:55:31.962316,3,1,9.5778,4.9624,895.6522,989.5652,0.0,0.0,0.0,-1.7667,3,1
2026-04-26T07:55:46.995735,3,1,9.1111,502.381,900.4762,990.0476,0.0,0.0,0.0,-1.778,3,1
2026-04-26T07:56:02.025698,3,1,8.6889,526.1905,905.2381,990.5238,0.0,0.0,0.0,-1.7883,3,1
2026-04-26T07:56:17.057396,3,1,8.7333,534.3602,906.872,990.6872,0.0,0.0,0.0,-1.7881,3,1
2026-04-26T07:56:32.086145,3,1,8.8444,527.6442,905.5288,990.5529,0.0,0.0,0.0,-1.7853,3,1
2026-04-26T07:56:47.115561,3,1,9.3778,8.9286,898.3092,989.8309,0.0,0.0,0.0,-1.7718,3,1
2026-04-26T07:57:02.149009,3,1,9.4222,9.4444,898.5507,989.8551,0.0,0.0,0.0,-1.771,3,1
2026-04-26T07:57:17.178319,3,1,9.9556,4.9372,891.5049,989.1505,0.0,0.0,0.0,-1.7575,3,1
2026-04-26T07:57:32.207841,3,1,9.9111,4.8571,892.2705,989.2271,0.0,0.0,0.0,-1.7587,3,1
2026-04-26T07:57:47.238999,3,1,9.6667,5.625,894.9519,989.4952,0.0,0.0,0.0,-1.7646,3,1
2026-04-26T07:58:02.277545,3,1,9.3333,9.0,899.0476,989.9048,0.0,0.0,0.0,-1.773,3,1
2026-04-26T07:58:17.315168,3,1,8.8667,522.7273,904.5455,990.4545,0.0,0.0,0.0,-1.7845,3,1
2026-04-26T07:58:32.348521,3,1,8.7778,526.1905,905.2381,990.5238,0.0,0.0,0.0,-1.7865,3,1
2026-04-26T07:58:47.380555,3,1,9.3333,10.0,900.0,990.0,0.0,0.0,0.0,-1.7733,3,1
2026-04-26T07:59:02.410547,3,1,9.2889,8.3333,899.5238,989.9524,0.0,0.0,0.0,-1.774,3,1
2026-04-26T07:59:17.436703,3,1,9.7333,4.8605,894.4712,989.4471,0.0,0.0,0.0,-1.7631,3,1
2026-04-26T07:59:32.470642,3,1,9.3333,10.0,900.0,990.0,0.0,0.0,0.0,-1.7733,3,1
2026-04-26T07:59:47.502051,3,1,9.9333,4.9167,893.9904,989.399,0.0,0.0,0.0,-1.7589,3,1
2026-04-26T08:00:02.530755,3,1,9.5778,5.4167,896.3942,989.6394,0.0,0.0,0.0,-1.767,3,1
2026-04-26T08:00:17.565627,3,1,9.7333,4.9091,894.7368,989.4737,0.0,0.0,0.0,-1.7632,3,1
2026-04-26T08:00:32.604415,3,1,10.0,4.8166,893.0952,989.3095,0.0,0.0,0.0,-1.7572,3,1
2026-04-26T08:00:47.641384,3,1,10.0222,4.8026,892.1429,989.2143,0.0,0.0,0.0,-1.7564,3,1
2026-04-26T08:01:02.672565,3,1,10.0444,4.794,891.3043,989.1304,0.0,0.0,0.0,-1.7556,3,1
2026-04-26T08:01:17.716798,3,1,9.5778,4.9447,894.1748,989.4175,0.0,0.0,0.0,-1.7661,3,1
2026-04-26T08:01:32.741094,3,1,9.8,4.9539,893.4146,989.3415,0.0,0.0,0.0,-1.7614,3,1
2026-04-26T08:01:47.770911,3,1,9.8889,4.8678,891.5049,989.1505,0.0,0.0,0.0,-1.7588,3,1
2026-04-26T08:02:02.801924,3,1,9.4,7.5,898.5714,989.8571,0.0,0.0,0.0,-1.7714,3,1
2026-04-26T08:02:17.825603,3,1,8.8,523.6967,904.7393,990.4739,0.0,0.0,0.0,-1.7859,3,1
2026-04-26T08:02:32.853943,3,1,8.4889,550.9479,910.1896,991.019,0.0,0.0,0.0,-1.7943,3,1
2026-04-26T08:02:47.884724,3,1,8.9111,524.0385,904.8077,990.4808,0.0,0.0,0.0,-1.7837,3,1
2026-04-26T08:03:02.914652,3,1,9.6222,4.9343,895.8738,989.5874,0.0,0.0,0.0,-1.7659,3,1
2026-04-26T08:03:17.945010,3,1,9.6889,4.8222,893.2039,989.3204,0.0,0.0,0.0,-1.7635,3,1
2026-04-26T08:03:32.975709,3,1,9.6667,4.8986,894.9275,989.4928,0.0,0.0,0.0,-1.7646,3,1
2026-04-26T08:03:48.005422,3,1,8.2,9.1667,899.7268,989.9727,0.0,0.0,0.0,-1.7959,3,1
2026-04-26T08:04:03.034969,3,1,8.1111,508.1967,901.6393,990.1639,0.0,0.0,0.0,-1.7984,3,1
2026-04-26T08:04:18.064441,3,1,8.3778,7.1875,897.5543,989.7554,0.0,0.0,0.0,-1.7915,3,1
2026-04-26T08:04:33.099599,3,1,10.0,4.8009,890.6699,989.067,0.0,0.0,0.0,-1.7563,3,1
2026-04-26T08:04:48.129781,3,1,10.3111,4.698,887.7404,988.774,0.0,0.0,0.0,-1.7489,3,1
2026-04-26T08:05:03.161225,3,1,9.6667,4.9174,894.9519,989.4952,0.0,0.0,0.0,-1.7646,3,1
2026-04-26T08:05:18.195502,3,1,9.4889,9.5833,899.2823,989.9282,0.0,0.0,0.0,-1.7699,3,1
2026-04-26T08:05:33.221082,3,1,9.5333,5.0,897.1429,989.7143,0.0,0.0,0.0,-1.7682,3,1
2026-04-26T08:05:48.252271,3,1,10.1333,4.7768,890.9091,989.0909,0.0,0.0,0.0,-1.7537,3,1
2026-04-26T08:06:03.285957,3,1,10.0222,4.8158,892.5837,989.2584,0.0,0.0,0.0,-1.7566,3,1
2026-04-26T08:06:18.305180,3,1,10.2,4.8205,890.2381,989.0238,0.0,0.0,0.0,-1.7521,3,1
2026-04-26T08:06:33.335577,3,1,9.9111,4.9722,894.5238,989.4524,0.0,0.0,0.0,-1.7596,3,1
2026-04-26T08:06:48.368155,3,1,10.2222,4.7593,887.7404,988.774,0.0,0.0,0.0,-1.7507,3,1
2026-04-26T08:07:03.395902,3,1,9.8444,4.8818,893.932,989.3932,0.0,0.0,0.0,-1.7607,3,1
2026-04-26T08:07:18.426707,3,1,9.8222,4.8584,892.233,989.2233,0.0,0.0,0.0,-1.7604,3,1
2026-04-26T08:07:33.456346,3,1,9.5333,5.5,897.8261,989.7826,0.0,0.0,0.0,-1.7685,3,1
2026-04-26T08:07:48.495341,3,1,9.0,515.4762,903.0952,990.3095,0.0,0.0,0.0,-1.7812,3,1
2026-04-26T08:08:03.526019,3,1,9.1778,508.3732,901.6746,990.1675,0.0,0.0,0.0,-1.7771,3,1
